Year,State,Crop,Area (hectares),Production (tonnes),Yield (tonnes/hectare),Annual Rainfall (mm)
2007,Madhya Pradesh,Groundnut,201078,186600,0.910212766,740.4
2007,Madhya Pradesh,Horse-gram,23989,7716,0.286666667,740.4
2007,Madhya Pradesh,Horse-gram,165,46,0.186666667,740.4
2007,Madhya Pradesh,Jowar,531456,586727,1.122083333,740.4
2007,Madhya Pradesh,Jowar,3446,3804,1.443846154,740.4
2007,Madhya Pradesh,Khesari,51415,30078,0.497857143,740.4
2007,Madhya Pradesh,Linseed,108444,37955,0.5075,740.4
2007,Madhya Pradesh,Maize,841830,1111216,1.1325,740.4
2007,Madhya Pradesh,Masoor,520643,220688,0.409574468,740.4
2007,Madhya Pradesh,Niger seed,100416,22741,0.2172,740.4
2007,Madhya Pradesh,Onion,41376,601524,12.21604167,740.4
2007,Madhya Pradesh,Peas & beans (Pulses),169653,66664,0.416595745,740.4
2007,Madhya Pradesh,Potato,56663,713614,11.41729167,740.4
2007,Madhya Pradesh,Ragi,456,140,0.21,740.4
2007,Madhya Pradesh,Rapeseed &Mustard,635178,593891,0.675531915,740.4
2007,Madhya Pradesh,Rice,1634912,1325175,0.875,740.4
2007,Madhya Pradesh,Safflower,433,93,0.341111111,740.4
2007,Madhya Pradesh,Sannhamp,4569,3400,0.568292683,740.4
2007,Madhya Pradesh,Sesamum,309055,116205,0.415,740.4
2007,Madhya Pradesh,Small millets,2912,660,0.194285714,740.4
2007,Madhya Pradesh,Soyabean,5187928,5359130,0.857708333,740.4
2007,Madhya Pradesh,Sugarcane,77120,3276720,30.21326087,740.4
2007,Madhya Pradesh,Sunflower,615,304,0.301764706,740.4
2007,Madhya Pradesh,Sweet potato,3752,20560,5.65173913,740.4
2007,Madhya Pradesh,Tobacco,157,67,0.428888889,740.4
2007,Madhya Pradesh,Turmeric,655,545,0.908275862,740.4
2007,Madhya Pradesh,Urad,567959,193914,0.33,740.4
2007,Madhya Pradesh,Urad,6224,2020,0.179411765,740.4
2007,Madhya Pradesh,Wheat,4089343,6729363,1.548958333,740.4
2007,Maharashtra,Arhar/Tur,1159100,1075700,0.81125,1257.2
2007,Maharashtra,Bajra,1283000,1126900,0.742272727,1257.2
2007,Maharashtra,Castor seed,11500,4400,0.3196,1257.2
2007,Maharashtra,Cotton(lint),3195400,7014900,2.172962963,1257.2
2007,Maharashtra,Gram,1353300,1115700,0.808064516,1257.2
2007,Maharashtra,Groundnut,329300,365900,0.893076923,1257.2
2007,Maharashtra,Groundnut,90100,139900,1.509032258,1257.2
2007,Maharashtra,Jowar,1270600,1883800,1.378846154,1257.2
2007,Maharashtra,Jowar,2876900,2119400,0.9212,1257.2
2007,Maharashtra,Linseed,67800,19300,0.417222222,1257.2
2007,Maharashtra,Maize,571100,1545200,2.325357143,1257.2
2007,Maharashtra,Maize,86700,223000,2.6852,1257.2
2007,Maharashtra,Maize,13700,21600,1.413684211,1257.2
2007,Maharashtra,Moong(Green Gram),660800,367100,0.598181818,1257.2
2007,Maharashtra,Niger seed,47300,12800,0.3595,1257.2
2007,Maharashtra,Other  Rabi pulses,142200,70300,0.580357143,1257.2
2007,Maharashtra,Other Kharif pulses,177400,74900,0.496774194,1257.2
2007,Maharashtra,Ragi,128300,123500,0.941818182,1257.2
2007,Maharashtra,Rapeseed &Mustard,9200,4300,0.482758621,1257.2
2007,Maharashtra,Rice,1535300,2912800,1.377241379,1257.2
2007,Maharashtra,Rice,41400,98700,2.486,1257.2
2007,Maharashtra,Safflower,230900,153600,0.677142857,1257.2
2007,Maharashtra,Sesamum,88700,28600,0.412727273,1257.2
2007,Maharashtra,Sesamum,3700,1300,0.64,1257.2
2007,Maharashtra,Small millets,60800,34100,0.56862069,1257.2
2007,Maharashtra,Small millets,5200,2700,0.673684211,1257.2
2007,Maharashtra,Soyabean,2663600,3976200,1.4975,1257.2
2007,Maharashtra,Sugarcane,1092800,88437200,74.23888889,1257.2
2007,Maharashtra,Sunflower,111500,64600,0.681304348,1257.2
2007,Maharashtra,Sunflower,176400,130200,0.723333333,1257.2
2007,Maharashtra,Sunflower,11100,10300,0.999090909,1257.2
2007,Maharashtra,Urad,563800,320200,0.594242424,1257.2
2007,Maharashtra,Wheat,1252800,2371100,1.782333333,1257.2
2007,Meghalaya,Arhar/Tur,804,634,0.796666667,4702
2007,Meghalaya,Castor seed,28,15,0.525,4702
2007,Meghalaya,Cotton(lint),7186,6531,0.896666667,4702
2007,Meghalaya,Gram,544,336,0.586666667,4702
2007,Meghalaya,Jute,3982,34877,6.446666667,4702
2007,Meghalaya,Linseed,82,39,0.48,4702
2007,Meghalaya,Maize,17048,25138,1.504285714,4702
2007,Meghalaya,Mesta,4395,20037,4.596666667,4702
2007,Meghalaya,Other  Rabi pulses,2214,2132,0.97,4702
2007,Meghalaya,Rapeseed &Mustard,7252,4795,0.62,4702
2007,Meghalaya,Rice,32604,37918,1.498571429,4702
2007,Meghalaya,Rice,11546,48132,2.022857143,4702
2007,Meghalaya,Rice,62170,114027,1.812857143,4702
2007,Meghalaya,Sesamum,1633,877,0.588333333,4702
2007,Meghalaya,Small millets,2627,2248,0.991428571,4702
2007,Meghalaya,Sugarcane,92,252,2.344,4702
2007,Meghalaya,Tobacco,696,464,0.665,4702
2007,Meghalaya,Wheat,622,1120,1.2425,4702
2007,Nagaland,Arhar/Tur,3200,3880,1.2125,1769
2007,Nagaland,Cardamom,200,100,0.4825,1769
2007,Nagaland,Cotton(lint),150,40,0.365,1769
2007,Nagaland,Dry chillies,700,890,1.2675,1769
2007,Nagaland,Ginger,4000,28760,7.055,1769
2007,Nagaland,Groundnut,1450,1590,1.11,1769
2007,Nagaland,Jowar,800,1050,1.315714286,1769
2007,Nagaland,Jute,2450,2940,1.165,1769
2007,Nagaland,Linseed,9600,7360,0.7475,1769
2007,Nagaland,Maize,62140,112470,1.835,1769
2007,Nagaland,Maize,1500,2860,1.91,1769
2007,Nagaland,Moong(Green Gram),450,520,1.13,1769
2007,Nagaland,Other  Rabi pulses,7600,8900,1.147142857,1769
2007,Nagaland,Other Kharif pulses,8170,8130,1.015,1769
2007,Nagaland,Peas & beans (Pulses),6020,8060,1.39,1769
2007,Nagaland,Potato,2500,35850,15.335,1769
2007,Nagaland,Rapeseed &Mustard,27550,19980,0.725,1769
2007,Nagaland,Rice,166000,308800,1.8275,1769
2007,Nagaland,Rice,1500,2500,1.66,1769
2007,Nagaland,Sesamum,6520,3970,0.61125,1769
2007,Nagaland,Small millets,14900,14340,0.987142857,1769
2007,Nagaland,Soyabean,26500,31270,1.215,1769
2007,Nagaland,Sugarcane,4000,220320,55.075,1769
2007,Nagaland,Sunflower,1000,970,0.9375,1769
2007,Nagaland,Sunflower,1200,950,0.766666667,1769
2007,Nagaland,Tapioca,600,13860,23.09125,1769
2007,Nagaland,Turmeric,100,450,4.5625,1769
2007,Nagaland,Wheat,1150,1800,1.56375,1769
2007,Punjab,Arhar/Tur,6000,5400,0.948333333,527.2
2007,Punjab,Bajra,4000,4000,1,527.2
2007,Punjab,Barley,16000,57000,3.5,527.2
2007,Punjab,Cotton(lint),604000,2355000,4.037272727,527.2
2007,Punjab,Gram,2700,2800,1.006666667,527.2
2007,Punjab,Groundnut,3100,2700,0.9625,527.2
2007,Punjab,Guar seed,21900,18200,0.772,527.2
2007,Punjab,Jowar,100,100,1,527.2
2007,Punjab,Maize,153000,521000,3.560833333,527.2
2007,Punjab,Masoor,1200,600,0.594285714,527.2
2007,Punjab,Moong(Green Gram),11700,8400,0.779166667,527.2
2007,Punjab,Rapeseed &Mustard,28000,33000,1.181176471,527.2
2007,Punjab,Rice,2610000,10489000,3.968,527.2
2007,Punjab,Sesamum,8200,2700,0.392727273,527.2
2007,Punjab,Urad,3500,1600,0.486666667,527.2
2007,Punjab,Wheat,3488000,15720000,4.4775,527.2
2007,Tripura,Arhar/Tur,1221,882,0.7175,2831.8
2007,Tripura,Cotton(lint),1110,1504,1.3425,2831.8
2007,Tripura,Gram,101,72,0.7425,2831.8
2007,Tripura,Groundnut,409,423,1.0875,2831.8
2007,Tripura,Groundnut,270,263,0.985,2831.8
2007,Tripura,Jute,458,3735,8.145,2831.8
2007,Tripura,Maize,2123,2125,0.995,2831.8
2007,Tripura,Masoor,323,214,0.6,2831.8
2007,Tripura,Mesta,949,6810,7.56,2831.8
2007,Tripura,Moong(Green Gram),366,183,0.4975,2831.8
2007,Tripura,Moong(Green Gram),242,137,0.5625,2831.8
2007,Tripura,Other  Rabi pulses,1008,758,0.7075,2831.8
2007,Tripura,Other Kharif pulses,1389,905,0.66,2831.8
2007,Tripura,Peas & beans (Pulses),644,454,0.6925,2831.8
2007,Tripura,Rapeseed &Mustard,1451,1062,0.725,2831.8
2007,Tripura,Rice,252897,640424,2.4375,2831.8
2007,Tripura,Sesamum,1776,896,0.5,2831.8
2007,Tripura,Sugarcane,959,46678,49.0375,2831.8
2007,Tripura,Urad,882,522,0.5825,2831.8
2007,Tripura,Urad,406,251,0.5925,2831.8
2007,Tripura,Wheat,1023,1889,1.88,2831.8
2007,Uttar Pradesh,Arhar/Tur,368230,327918,0.910869565,672.9
2007,Uttar Pradesh,Bajra,876979,1336355,1.394516129,672.9
2007,Uttar Pradesh,Barley,155298,327908,1.986571429,672.9
2007,Uttar Pradesh,Coriander,5594,3241,0.577931034,672.9
2007,Uttar Pradesh,Cotton(lint),4260,1162,0.247272727,672.9
2007,Uttar Pradesh,Dry chillies,15658,15093,0.964461538,672.9
2007,Uttar Pradesh,Ginger,900,2035,2.035333333,672.9
2007,Uttar Pradesh,Gram,504777,376040,0.908695652,672.9
2007,Uttar Pradesh,Groundnut,98981,59174,0.627735849,672.9
2007,Uttar Pradesh,Guar seed,2370,1988,0.842363636,672.9
2007,Uttar Pradesh,Jowar,211640,172805,0.829666667,672.9
2007,Uttar Pradesh,Linseed,30267,7620,0.265348837,672.9
2007,Uttar Pradesh,Maize,812088,1167245,1.360289855,672.9
2007,Uttar Pradesh,Maize,3627,10185,2.78,672.9
2007,Uttar Pradesh,Maize,21930,31514,1.430714286,672.9
2007,Uttar Pradesh,Masoor,507235,367669,0.750869565,672.9
2007,Uttar Pradesh,Moong(Green Gram),31082,6183,0.191636364,672.9
2007,Uttar Pradesh,Moong(Green Gram),31600,20085,0.616896552,672.9
2007,Uttar Pradesh,Onion,9846,137576,13.97314286,672.9
2007,Uttar Pradesh,Onion,11716,158183,13.49166667,672.9
2007,Uttar Pradesh,Other  Rabi pulses,319752,299995,1.063285714,672.9
2007,Uttar Pradesh,Potato,504858,11094868,20.87428571,672.9
2007,Uttar Pradesh,Rapeseed &Mustard,627431,726256,1.005142857,672.9
2007,Uttar Pradesh,Rice,5690539,11731754,1.962,672.9
2007,Uttar Pradesh,Rice,18849,48358,2.152142857,672.9
2007,Uttar Pradesh,Sannhamp,2533,491,0.191,672.9
2007,Uttar Pradesh,Sesamum,152905,23491,0.159833333,672.9
2007,Uttar Pradesh,Small millets,13053,7868,0.608076923,672.9
2007,Uttar Pradesh,Soyabean,4834,3239,0.676428571,672.9
2007,Uttar Pradesh,Sugarcane,2178987,124665288,49.74928571,672.9
2007,Uttar Pradesh,Sunflower,13034,21134,2.062972973,672.9
2007,Uttar Pradesh,Sweet potato,18424,248042,13.46731343,672.9
2007,Uttar Pradesh,Tobacco,24951,139600,5.514615385,672.9
2007,Uttar Pradesh,Tobacco,496,1233,2.492222222,672.9
2007,Uttar Pradesh,Turmeric,1368,4199,3.044545455,672.9
2007,Uttar Pradesh,Urad,342102,150004,0.515294118,672.9
2007,Uttar Pradesh,Urad,51281,28758,0.57245614,672.9
2007,Uttar Pradesh,Wheat,9114880,25679089,2.723571429,672.9
2007,Uttarakhand,Arhar/Tur,2932,2221,0.801666667,1924.3
2007,Uttarakhand,Bajra,42,40,0.95,1924.3
2007,Uttarakhand,Barley,24704,25856,1.125384615,1924.3
2007,Uttarakhand,Dry chillies,5671,2000,0.3025,1924.3
2007,Uttarakhand,Garlic,2468,17100,5.487916667,1924.3
2007,Uttarakhand,Gram,756,519,0.519166667,1924.3
2007,Uttarakhand,Groundnut,1546,1318,0.792,1924.3
2007,Uttarakhand,Horse-gram,9001,7005,0.749090909,1924.3
2007,Uttarakhand,Maize,28000,43659,1.223846154,1924.3
2007,Uttarakhand,Maize,82,133,1.636666667,1924.3
2007,Uttarakhand,Masoor,10873,4950,0.500769231,1924.3
2007,Uttarakhand,Moong(Green Gram),8,3,0.416666667,1924.3
2007,Uttarakhand,Moong(Green Gram),14,6,0.316666667,1924.3
2007,Uttarakhand,Moth,8,3,0.38,1924.3
2007,Uttarakhand,Onion,1976,10098,5.836923077,1924.3
2007,Uttarakhand,Other  Rabi pulses,93,41,0.425,1924.3
2007,Uttarakhand,Other Cereals,70087,81412,1.128181818,1924.3
2007,Uttarakhand,Other Cereals,865,623,0.721666667,1924.3
2007,Uttarakhand,Other Kharif pulses,11920,9140,0.753636364,1924.3
2007,Uttarakhand,Peas & beans (Pulses),3903,3518,0.713076923,1924.3
2007,Uttarakhand,Potato,7539,72247,9.379090909,1924.3
2007,Uttarakhand,Potato,6693,53843,7.861538462,1924.3
2007,Uttarakhand,Ragi,122498,172157,1.544545455,1924.3
2007,Uttarakhand,Rapeseed &Mustard,12026,7704,0.548461538,1924.3
2007,Uttarakhand,Rice,259805,523203,1.709230769,1924.3
2007,Uttarakhand,Rice,12364,41864,3.423333333,1924.3
2007,Uttarakhand,Sesamum,1961,445,0.243846154,1924.3
2007,Uttarakhand,Soyabean,9863,13234,1.133333333,1924.3
2007,Uttarakhand,Sugarcane,122533,7594553,62.12857143,1924.3
2007,Uttarakhand,Sunflower,45,43,0.96,1924.3
2007,Uttarakhand,Tobacco,12,36,3,1924.3
2007,Uttarakhand,Turmeric,223,403,1.91,1924.3
2007,Uttarakhand,Urad,11409,8776,0.686923077,1924.3
2007,Uttarakhand,Urad,298,134,0.63,1924.3
2007,Uttarakhand,Wheat,372919,798233,1.673846154,1924.3
2007,Uttarakhand,other oilseeds,150,79,0.574,1924.3
2007,Uttarakhand,other oilseeds,1184,348,0.3175,1924.3
2007,Jharkhand,Arhar/Tur,17977.63,26212,1.472272727,1444.7
2007,Jharkhand,Gram,14932.22,11971,0.88,1444.7
2007,Jharkhand,Maize,76327.31,93851,1.367272727,1444.7
2007,Jharkhand,Masoor,4425.09,2924,0.653076923,1444.7
2007,Jharkhand,Onion,2958.96,18582,6.168947368,1444.7
2007,Jharkhand,Potato,16143.02,113147,7.252272727,1444.7
2007,Jharkhand,Potato,20307.19,159162,11.36809524,1444.7
2007,Jharkhand,Ragi,30550.12,27952,0.822222222,1444.7
2007,Jharkhand,Rapeseed &Mustard,7190.9,6083,0.843,1444.7
2007,Jharkhand,Rice,183323.17,163692,0.899047619,1444.7
2007,Jharkhand,Rice,1014731.14,1306932,1.306363636,1444.7
2007,Jharkhand,Sugarcane,966.83,40610,42.17714286,1444.7
2007,Jharkhand,Wheat,54845.72,68534,1.432727273,1444.7
2008,Bihar,Arhar/Tur,28141,33149,1.255833333,1197.7
2008,Bihar,Bajra,2960,3547,1.12,1197.7
2008,Bihar,Barley,14529,15898,1.023333333,1197.7
2008,Bihar,Castor seed,185,177,0.99,1197.7
2008,Bihar,Dry chillies,2364,3238,1.227666667,1197.7
2008,Bihar,Garlic,2522,4014,1.587142857,1197.7
2008,Bihar,Ginger,780,1270,1.624615385,1197.7
2008,Bihar,Gram,61205,56619,0.962352941,1197.7
2008,Bihar,Groundnut,1734,857,0.495,1197.7
2008,Bihar,Jowar,2399,2543,1.063846154,1197.7
2008,Bihar,Jute,131949,1054798,8.455,1197.7
2008,Bihar,Khesari,97195,79791,0.844054054,1197.7
2008,Bihar,Linseed,25957,21959,0.844054054,1197.7
2008,Bihar,Maize,244993,373167,1.592631579,1197.7
2008,Bihar,Maize,206266,726382,3.186388889,1197.7
2008,Bihar,Maize,189214,615797,3.203714286,1197.7
2008,Bihar,Masoor,163773,132948,0.757105263,1197.7
2008,Bihar,Mesta,19019,165359,8.0805,1197.7
2008,Bihar,Moong(Green Gram),8587,5609,0.674411765,1197.7
2008,Bihar,Moong(Green Gram),162664,108935,0.639428571,1197.7
2008,Bihar,Onion,14805,137545,8.775714286,1197.7
2008,Bihar,Other  Rabi pulses,4159,3082,0.755217391,1197.7
2008,Bihar,Other Kharif pulses,1161,672,0.604210526,1197.7
2008,Bihar,Peas & beans (Pulses),23768,22865,0.957567568,1197.7
2008,Bihar,Potato,60334,452453,7.518157895,1197.7
2008,Bihar,Potato,91591,488043,5.246486486,1197.7
2008,Bihar,Ragi,11435,9296,0.782307692,1197.7
2008,Bihar,Rapeseed &Mustard,85265,81831,0.99,1197.7
2008,Bihar,Rice,546872,727414,1.230344828,1197.7
2008,Bihar,Rice,105526,178240,1.641,1197.7
2008,Bihar,Rice,2842875,4684328,1.545789474,1197.7
2008,Bihar,Safflower,215,175,0.815,1197.7
2008,Bihar,Sannhamp,3358,14978,6.622608696,1197.7
2008,Bihar,Sesamum,2298,1844,0.824482759,1197.7
2008,Bihar,Small millets,7833,5898,0.765769231,1197.7
2008,Bihar,Sugarcane,111902,4959918,38.28870968,1197.7
2008,Bihar,Sunflower,22052,30646,1.43037037,1197.7
2008,Bihar,Sweet potato,2437,33058,13.83166667,1197.7
2008,Bihar,Sweet potato,1324,19474,13.97842105,1197.7
2008,Bihar,Turmeric,2610,3027,1.153,1197.7
2008,Bihar,Urad,21445,17980,0.747352941,1197.7
2008,Bihar,Wheat,2158345,4413017,1.984473684,1197.7
2008,Chhattisgarh,Arhar/Tur,49185,28660,0.562777778,1117.9
2008,Chhattisgarh,Bajra,121,48,0.3775,1117.9
2008,Chhattisgarh,Bajra,308,10811,33.81733333,1117.9
2008,Chhattisgarh,Barley,3182,2861,0.958571429,1117.9
2008,Chhattisgarh,Castor seed,39,12,0.218333333,1117.9
2008,Chhattisgarh,Coconut ,77,0,0,1117.9
2008,Chhattisgarh,Coriander,3035,865,0.580588235,1117.9
2008,Chhattisgarh,Cotton(lint),25,32,1.25,1117.9
2008,Chhattisgarh,Dry chillies,6013,3190,0.508333333,1117.9
2008,Chhattisgarh,Garlic,941,2372,2.917692308,1117.9
2008,Chhattisgarh,Ginger,1857,2107,1.2475,1117.9
2008,Chhattisgarh,Gram,237463,190337,0.787777778,1117.9
2008,Chhattisgarh,Groundnut,30047,37747,1.334705882,1117.9
2008,Chhattisgarh,Horse-gram,49308,15504,0.288888889,1117.9
2008,Chhattisgarh,Horse-gram,2273,616,0.270909091,1117.9
2008,Chhattisgarh,Jowar,5361,6270,1.261111111,1117.9
2008,Chhattisgarh,Khesari,387565,211087,0.373125,1117.9
2008,Chhattisgarh,Linseed,47594,12997,0.2925,1117.9
2008,Chhattisgarh,Maize,99375,139844,1.263888889,1117.9
2008,Chhattisgarh,Masoor,15349,4997,0.32,1117.9
2008,Chhattisgarh,Mesta,1390,2720,2.020666667,1117.9
2008,Chhattisgarh,Moong(Green Gram),9230,2423,0.252222222,1117.9
2008,Chhattisgarh,Moong(Green Gram),6972,1559,0.232142857,1117.9
2008,Chhattisgarh,Niger seed,70876,12697,0.176875,1117.9
2008,Chhattisgarh,Onion,4332,22242,5.273125,1117.9
2008,Chhattisgarh,Other  Rabi pulses,2563,431,0.225625,1117.9
2008,Chhattisgarh,Other Kharif pulses,6761,1743,0.233888889,1117.9
2008,Chhattisgarh,Peas & beans (Pulses),16892,6089,0.34125,1117.9
2008,Chhattisgarh,Potato,690,2668,1.342857143,1117.9
2008,Chhattisgarh,Potato,10093,42582,4.63,1117.9
2008,Chhattisgarh,Ragi,9084,2550,0.2725,1117.9
2008,Chhattisgarh,Rapeseed &Mustard,51992,19720,0.354444444,1117.9
2008,Chhattisgarh,Rice,3928815,4707499,1.198333333,1117.9
2008,Chhattisgarh,Safflower,745,191,0.29875,1117.9
2008,Chhattisgarh,Sannhamp,1434,482,0.301176471,1117.9
2008,Chhattisgarh,Sesamum,19972,6081,0.298333333,1117.9
2008,Chhattisgarh,Small millets,181785,34383,0.199444444,1117.9
2008,Chhattisgarh,Soyabean,81764,79859,1.242857143,1117.9
2008,Chhattisgarh,Sugarcane,9034,22230,2.77875,1117.9
2008,Chhattisgarh,Sunflower,4550,1875,0.341176471,1117.9
2008,Chhattisgarh,Sweet potato,2683,14161,5.593888889,1117.9
2008,Chhattisgarh,Tobacco,27,14,0.506666667,1117.9
2008,Chhattisgarh,Turmeric,875,785,0.975625,1117.9
2008,Chhattisgarh,Urad,106086,31280,0.298888889,1117.9
2008,Chhattisgarh,Urad,4679,1146,0.236153846,1117.9
2008,Chhattisgarh,Wheat,94834,97424,1.15,1117.9
2008,Gujarat,Arhar/Tur,266100,262700,0.97,746.1
2008,Gujarat,Bajra,528700,535200,1.25952381,746.1
2008,Gujarat,Bajra,174600,426100,2.4865,746.1
2008,Gujarat,Banana,28200,2002900,72.95916667,746.1
2008,Gujarat,Castor seed,433900,851700,2.020434783,746.1
2008,Gujarat,Cotton(lint),2353600,7013800,3.120434783,746.1
2008,Gujarat,Dry chillies,7400,6700,0.96,746.1
2008,Gujarat,Garlic,33900,198800,5.214,746.1
2008,Gujarat,Gram,175400,176800,1.006923077,746.1
2008,Gujarat,Groundnut,1795400,2456000,1.3696,746.1
2008,Gujarat,Groundnut,112000,204900,1.8025,746.1
2008,Gujarat,Guar seed,150400,52700,0.506666667,746.1
2008,Gujarat,Jowar,124200,165300,1.2955,746.1
2008,Gujarat,Jowar,50000,42900,0.9475,746.1
2008,Gujarat,Maize,418900,602600,1.478333333,746.1
2008,Gujarat,Moong(Green Gram),162000,70100,0.454,746.1
2008,Gujarat,Moth,47000,10900,0.321875,746.1
2008,Gujarat,Onion,54400,1502800,26.605,746.1
2008,Gujarat,Other  Rabi pulses,12000,8500,0.740714286,746.1
2008,Gujarat,Other Cereals,12600,7100,0.64,746.1
2008,Gujarat,Other Cereals,31900,41100,1.185,746.1
2008,Gujarat,Other Kharif pulses,26000,16200,0.594285714,746.1
2008,Gujarat,Potato,55800,1171400,20.86636364,746.1
2008,Gujarat,Ragi,19400,20000,1.0925,746.1
2008,Gujarat,Rapeseed &Mustard,293900,334300,1.115,746.1
2008,Gujarat,Rice,722100,1225500,1.615294118,746.1
2008,Gujarat,Rice,25200,77400,2.921111111,746.1
2008,Gujarat,Sesamum,238500,84900,0.342857143,746.1
2008,Gujarat,Sugarcane,221300,15512000,70.62176471,746.1
2008,Gujarat,Tobacco,49200,70100,1.37875,746.1
2008,Gujarat,Urad,95500,64100,0.6692,746.1
2008,Gujarat,Wheat,1091400,2592600,2.349615385,746.1
2008,Haryana,Arhar/Tur,33431,35800,0.73,715.6
2008,Haryana,Bajra,612934,1087000,1.94,715.6
2008,Haryana,Barley,53028,185000,2.301428571,715.6
2008,Haryana,Castor seed,1823,2100,0.8775,715.6
2008,Haryana,Coriander,398,800,0.28625,715.6
2008,Haryana,Cotton(lint),456086,1862000,1.7835,715.6
2008,Haryana,Dry chillies,1613,14500,7.445625,715.6
2008,Haryana,Garlic,492,3100,2.916666667,715.6
2008,Haryana,Gram,123563,129000,0.617,715.6
2008,Haryana,Groundnut,1544,1400,0.678333333,715.6
2008,Haryana,Horse-gram,520,200,0.2725,715.6
2008,Haryana,Jowar,86595,44000,0.497857143,715.6
2008,Haryana,Maize,11769,25200,1.152222222,715.6
2008,Haryana,Masoor,4858,3600,0.639285714,715.6
2008,Haryana,Moong(Green Gram),14380,6500,0.197777778,715.6
2008,Haryana,Moth,3133,600,0.154285714,715.6
2008,Haryana,Onion,2492,37400,178.6530769,715.6
2008,Haryana,Peas & beans (Pulses),869,900,0.553636364,715.6
2008,Haryana,Potato,11938,258600,19.08769231,715.6
2008,Haryana,Rapeseed &Mustard,513982,894900,1.947619048,715.6
2008,Haryana,Rice,1211149,3299000,2.569,715.6
2008,Haryana,Sannhamp,238,100,0.146363636,715.6
2008,Haryana,Sesamum,3644,1300,0.157,715.6
2008,Haryana,Sugarcane,90941,5242000,49.621,715.6
2008,Haryana,Sunflower,6544,11800,1.646666667,715.6
2008,Haryana,Sweet potato,83,1500,12.0625,715.6
2008,Haryana,Turmeric,51,500,5.2725,715.6
2008,Haryana,Urad,2580,1000,0.258181818,715.6
2008,Haryana,Wheat,2461420,11360000,4.437142857,715.6
2008,Himachal Pradesh,Arhar/Tur,15,2,0.193333333,1357.1
2008,Himachal Pradesh,Bajra,203,113,0.622,1357.1
2008,Himachal Pradesh,Barley,22601,20447,0.923636364,1357.1
2008,Himachal Pradesh,Coriander,136,19,0.165714286,1357.1
2008,Himachal Pradesh,Cotton(lint),45,21,0.48,1357.1
2008,Himachal Pradesh,Dry chillies,640,199,0.266,1357.1
2008,Himachal Pradesh,Garlic,4036,1246,0.527777778,1357.1
2008,Himachal Pradesh,Gram,728,290,0.324444444,1357.1
2008,Himachal Pradesh,Groundnut,81,66,0.91,1357.1
2008,Himachal Pradesh,Horse-gram,2238,868,0.349,1357.1
2008,Himachal Pradesh,Linseed,695,148,0.165,1357.1
2008,Himachal Pradesh,Maize,297718,676644,2.304166667,1357.1
2008,Himachal Pradesh,Masoor,661,215,0.468888889,1357.1
2008,Himachal Pradesh,Moong(Green Gram),109,45,0.32,1357.1
2008,Himachal Pradesh,Moth,23,7,0.206666667,1357.1
2008,Himachal Pradesh,Onion,776,4611,5.795,1357.1
2008,Himachal Pradesh,Other Kharif pulses,2152,689,0.358333333,1357.1
2008,Himachal Pradesh,Peas & beans (Pulses),887,1116,1.17,1357.1
2008,Himachal Pradesh,Peas & beans (Pulses),8395,11461,1.122727273,1357.1
2008,Himachal Pradesh,Potato,7954,78928,11.051,1357.1
2008,Himachal Pradesh,Potato,3889,24702,4.299,1357.1
2008,Himachal Pradesh,Ragi,2273,2442,0.958571429,1357.1
2008,Himachal Pradesh,Rapeseed &Mustard,8883,2373,0.32,1357.1
2008,Himachal Pradesh,Rice,77709,118277,1.6,1357.1
2008,Himachal Pradesh,Sannhamp,6,1,0.1,1357.1
2008,Himachal Pradesh,Sesamum,3307,1160,0.335555556,1357.1
2008,Himachal Pradesh,Small millets,5890,4294,0.677142857,1357.1
2008,Himachal Pradesh,Soyabean,738,1235,1.577142857,1357.1
2008,Himachal Pradesh,Sugarcane,2338,53068,15.18142857,1357.1
2008,Himachal Pradesh,Turmeric,208,110,0.54875,1357.1
2008,Himachal Pradesh,Urad,10637,4576,0.517272727,1357.1
2008,Himachal Pradesh,Wheat,359961,381180,1.080833333,1357.1
2008,Madhya Pradesh,Arhar/Tur,306161,243398,0.712,895
2008,Madhya Pradesh,Bajra,187954,260504,1.122,895
2008,Madhya Pradesh,Banana,7847,397231,33.19923077,895
2008,Madhya Pradesh,Barley,77326,103771,1.566410256,895
2008,Madhya Pradesh,Castor seed,1420,504,0.293125,895
2008,Madhya Pradesh,Coriander,141394,59075,0.348297872,895
2008,Madhya Pradesh,Cotton(lint),612277,143451,0.199047619,895
2008,Madhya Pradesh,Garlic,49080,207441,3.0538,895
2008,Madhya Pradesh,Gram,2869006,2811626,0.9016,895
2008,Madhya Pradesh,Groundnut,202277,235046,0.997291667,895
2008,Madhya Pradesh,Horse-gram,23676,7406,0.323846154,895
2008,Madhya Pradesh,Horse-gram,193,54,0.28,895
2008,Madhya Pradesh,Jowar,482926,580960,1.2454,895
2008,Madhya Pradesh,Jowar,2641,3177,1.74,895
2008,Madhya Pradesh,Khesari,51566,38829,0.672413793,895
2008,Madhya Pradesh,Linseed,108748,45022,0.622340426,895
2008,Madhya Pradesh,Maize,826722,1131782,1.2356,895
2008,Madhya Pradesh,Masoor,529690,263930,0.46787234,895
2008,Madhya Pradesh,Niger seed,100298,23010,0.239230769,895
2008,Madhya Pradesh,Onion,40146,582438,12.0858,895
